x,y,ux,uy
0,0,0,0
8,0,0,0
8,3,0.002163885571,-0.01068558377
5,3,-0.00163055153,-0.01293368886
3,5,-0.01451463173,-0.02722629618
0,5,-0.01389713537,-0.03490335777
4,0,0,0
3.329166667,3.329166667,-0.005971312288,-0.02260676903
6,0.75,0.001564735601,-0.004673482785
8,1.5,0.004423512904,-0.008222252053
6.5,3,0.001444290466,-0.01138817283
0,2.5,-0.01228635246,-0.02637386613
3.877525351,1.70749155,2.14175085e-05,-0.01254518227
2,0.7146825518,-0.001683259055,-0.007236292351
1.5,3.836647963,-0.0109677166,-0.0307632185
2.065942396,2.326265177,-0.00567824972,-0.02128467149
6.761363636,1.761363636,0.002637884439,-0.009150779148
0.6810161926,1.25,-0.007468062495,-0.01449074133
7.380681818,2.380681818,0.002675598506,-0.01070868242
7.380681818,1.630681818,0.003503097065,-0.008821001593
8,2.25,0.003334790765,-0.009948299279
3.164583333,4.164583333,-0.01026761923,-0.02563723468
4.164583333,3.164583333,-0.003828628505,-0.01778682258
4,4,-0.009071471997,-0.01995548966
3.938762676,0.8537457748,0.0006916113238,-0.006771391773
2.938762676,1.211087051,-0.0009244567486,-0.01082104044
3,0.3573412759,7.206575476e-06,-0.003333928235
6,0,0,0
7,0.375,0.001342473723,-0.002378004154
5,0.375,0.0007442055038,-0.002691961111
7.25,3,0.002044645269,-0.01131102684
6.630681818,2.380681818,0.001993184601,-0.01068543923
0.3405080963,1.875,-0.01049736728,-0.02124169823
0,1.25,-0.01044553441,-0.01640597874
0.3405080963,0.625,-0.005809578753,-0.008125370335
7.380681818,0.8806818182,0.003219607798,-0.005482419681
8,0.75,0.004248369214,-0.005525031367
2.25,4.418323982,-0.01200762818,-0.03005148591
1.5,5,-0.01394113556,-0.03263804686
0.75,4.418323982,-0.01298427234,-0.03361457097
3.603346009,2.518329108,-0.002291961344,-0.01791679801
4.438762676,2.353745775,-0.0002723164799,-0.01392999988
2,0,0,0
1,0.3573412759,-0.001990656959,-0.003958621525
6.380681818,1.255681818,0.002280604316,-0.007129771776
5.880681818,2.380681818,0.001207747287,-0.01075928732
5.5,1.875,0.001478905648,-0.009827046645
4.938762676,1.228745775,0.001420059966,-0.007870639824
2.414583333,3.582907315,-0.008664020972,-0.02725919613
2.032971198,1.520473864,-0.003707301566,-0.01483733686
2.971733873,2.016878363,-0.002425773695,-0.01687767724
2.697554531,2.827715922,-0.005408773489,-0.02276476008
0,3.75,-0.01305845126,-0.03272173821
0.75,3.168323982,-0.01105804671,-0.02939509644
1.373479294,1.788132588,-0.006507955848,-0.01838585448
1.032971198,2.413132588,-0.009053290342,-0.02418316229
1.782971198,3.08145657,-0.008437031673,-0.02678311012
5.75,3,0.0002569100284,-0.01166677477
1.340508096,0.9823412759,-0.004084930027,-0.01053712002
7.690340909,2.690340909,0.002475619823,-0.01090244463
