x,y,ux,uy
7.690340909,2.315340909,0.002987082916,-0.01040604262
8,2.625,0.002718582928,-0.0105045733
7.071022727,1.696022727,0.003015100317,-0.008898364967
7.380681818,2.005681818,0.00310945767,-0.009860709612
7.071022727,2.071022727,0.002714318267,-0.01000296335
8,1.875,0.003932648355,-0.009213989295
7.690340909,1.940340909,0.003520261095,-0.009626207219
7.690340909,1.565340909,0.003916041886,-0.008546160234
3.082291667,4.582291667,-0.01214446129,-0.02654162024
3.582291667,4.082291667,-0.009369466096,-0.02294373264
3.5,4.5,-0.01173542272,-0.02379572935
3.746875,3.246875,-0.004772176112,-0.02024086694
3.664583333,3.664583333,-0.006998268277,-0.02177087128
3.246875,3.746875,-0.007882507685,-0.02419531328
4.5,3.5,-0.005522589424,-0.01609543084
4.082291667,3.582291667,-0.006196127475,-0.01904726169
4.582291667,3.082291667,-0.00268125339,-0.01526826225
3.969381338,0.4268728874,0.0005130391762,-0.003476552501
3.469381338,0.6055435254,0.0002745660862,-0.005222832705
3.5,0.178670638,0.0001637307191,-0.001590533021
3.408144013,1.4592893,-0.0004520094384,-0.01187361193
3.438762676,1.032416413,5.52408211e-05,-0.008654861092
3.908144013,1.280618662,0.0004741094749,-0.009734319949
2.5,0.5360119139,-0.0006027970666,-0.005141645264
2.969381338,0.7842141633,-0.0003344876371,-0.007107691349
2.469381338,0.9628848013,-0.001353236667,-0.00911001803
5,0,0,0
5.5,0.1875,0.0004280659683,-0.001304177996
4.5,0.1875,0.0003575622534,-0.001448446389
7.5,0.1875,0.000844187508,-0.001200369681
6.5,0.1875,0.0005319138487,-0.001213597733
7,0,0,0
5.5,0.5625,0.00111494113,-0.003702101477
6,0.375,0.0008825290505,-0.002441363096
6.5,0.5625,0.001452906722,-0.003485657938
7.625,3,0.00219882943,-0.01107328654
7.315340909,2.690340909,0.002282846219,-0.01104561508
6.565340909,2.690340909,0.00162355299,-0.01104710255
6.940340909,2.690340909,0.001993464058,-0.01106743958
6.875,3,0.001775133247,-0.01128697349
7.005681818,2.380681818,0.002334438695,-0.01064368288
6.696022727,2.071022727,0.002327442403,-0.0099348569
0.5107621444,1.5625,-0.009186916409,-0.01784100702
0.3405080963,1.25,-0.008933623497,-0.01520683914
0.5107621444,0.9375,-0.006654241172,-0.01126442245
0,1.875,-0.01171036768,-0.02153508842
0.1702540481,1.5625,-0.01054775607,-0.01863195399
0.1702540481,2.1875,-0.01151249616,-0.02369254898
0.1702540481,0.3125,-0.003400707118,-0.004301547861
0.1702540481,0.9375,-0.008415307922,-0.01246062008
0,0.625,-0.007398973826,-0.009832949641
7.690340909,1.190340909,0.004002436235,-0.007150155317
8,1.125,0.004472725287,-0.00710454135
7.071022727,1.321022727,0.003070354875,-0.007430213076
7.380681818,1.255681818,0.003512837129,-0.007263359907
8,0.375,0.002943165875,-0.003468957497
7.690340909,0.8153409091,0.003590658476,-0.005338705478
7.690340909,0.4403409091,0.002401108238,-0.003004441453
1.875,4.127485973,-0.01111013976,-0.03041083275
1.5,4.418323982,-0.01224539124,-0.03193953714
1.125,4.127485973,-0.01191028961,-0.03212468292
2.25,5,-0.01383438165,-0.03026025056
1.875,4.709161991,-0.01288075226,-0.03133575511
2.625,4.709161991,-0.01281324851,-0.02881108447
0.375,4.709161991,-0.01331531144,-0.03417695638
1.125,4.709161991,-0.01307092711,-0.03306263653
0.75,5,-0.01362110811,-0.03380349082
3.466256338,2.923747887,-0.003927778154,-0.02030112483
3.883964671,2.841456221,-0.002777756789,-0.01815028583
4.158144013,2.030618662,-4.878375929e-05,-0.01349142966
4.021054342,2.436037441,-0.001190803545,-0.0158711241
3.74043568,2.112910329,-0.0009517769574,-0.01522286495
4.301673004,2.759164554,-0.001703701147,-0.01591461548
4.719381338,2.676872887,-0.0007529333777,-0.0137679834
1,0,0,0
1.5,0.178670638,-0.0006050741321,-0.00186180065
0.5,0.178670638,-0.001329902965,-0.002080389793
2.5,0.178670638,-0.0001562715917,-0.001738631819
3,0,0,0
1.5,0.5360119139,-0.001891864897,-0.00559325208
2,0.3573412759,-0.0007560185866,-0.00358692201
6.190340909,1.002840909,0.001938981344,-0.005896447361
5.940340909,1.565340909,0.001940846374,-0.008428198457
5.75,1.3125,0.001829460511,-0.007504027155
6.321022727,2.071022727,0.001957070452,-0.009909119836
6.130681818,1.818181818,0.00197872759,-0.009226863693
6.571022727,1.508522727,0.002476778453,-0.008117632832
5.25,2.4375,0.0004565357517,-0.01162583448
5.690340909,2.127840909,0.001342106182,-0.0103348039
5.440340909,2.690340909,0.0001037232417,-0.01168647876
5.219381338,1.551872887,0.00150347656,-0.009014345295
5.469381338,0.9893728874,0.001568153269,-0.00614827522
4.969381338,2.114372887,0.0007869505847,-0.01149726494
4.408144013,1.468118662,0.0009247974728,-0.009978089298
4.688762676,1.791245775,0.000937937568,-0.01097212057
2.707291667,4.291453658,-0.01096212619,-0.02795430035
1.957291667,3.709777639,-0.009729301269,-0.02894017397
2.332291667,4.000615648,-0.01016031682,-0.02871659211
2.789583333,3.873745324,-0.009062795845,-0.02665572769
2.871875,3.456036991,-0.007200248128,-0.02493867229
2.049456797,1.923369521,-0.00467426703,-0.01804939296
2.502352536,1.768676114,-0.003025200001,-0.01594054813
2.518838135,2.17157177,-0.003980421497,-0.01893518103
2.485866937,1.365780458,-0.00215116443,-0.01264915574
2.016485599,1.117578208,-0.002661453266,-0.01098854159
3.424629612,1.862184956,-0.001086488355,-0.01458775123
2.955248274,1.613982707,-0.001601741481,-0.01387571991
4.969381338,0.8018728874,0.001229710722,-0.005438947492
4.438762676,1.041245775,0.001055154679,-0.007426781929
4.469381338,0.6143728874,0.0008773714464,-0.004580291325
3.287539941,2.267603736,-0.002286835778,-0.01751150332
3.013360599,3.078441294,-0.005460568381,-0.02279490688
3.15045027,2.673022515,-0.003765967825,-0.02027169471
2.834644202,2.422297143,-0.003804077473,-0.01979991606
2.381748463,2.576990549,-0.00543197459,-0.02202979428
0,4.375,-0.01323455633,-0.03407551353
0.375,4.084161991,-0.01265100311,-0.03311526676
0.375,2.834161991,-0.01147166063,-0.02779098369
0.375,3.459161991,-0.01203414777,-0.03097629062
0,3.125,-0.01254341811,-0.02971309515
0.75,3.793323982,-0.01181376616,-0.03177719096
1.125,3.502485973,-0.01070433797,-0.03003523362
0.6867396471,2.144066294,-0.0097186066,-0.02256969235
0.5164855989,2.456566294,-0.01070187524,-0.02518073582
1.027247743,1.519066294,-0.006971409194,-0.01631952626
0.8569936952,1.831566294,-0.008489890644,-0.01960288014
1.549456797,2.369698883,-0.007329049465,-0.02257653397
1.203225246,2.100632588,-0.007851250582,-0.0212092231
1.719710845,2.057198883,-0.006037300577,-0.01980153017
2.556068932,3.205311618,-0.006917235435,-0.02500850908
1.641485599,3.459052267,-0.009619811537,-0.02874386077
2.098777266,3.332181943,-0.008323583692,-0.02699597799
2.240262864,2.954586246,-0.006875209072,-0.02467539421
1.924456797,2.703860874,-0.007031955832,-0.02399740987
0.8914855989,2.790728285,-0.01006749924,-0.02676656654
1.407971198,2.747294579,-0.008568217657,-0.02547367032
1.266485599,3.124890276,-0.009691717725,-0.02796837506
5.815340909,2.690340909,0.000660078189,-0.0112859668
5.375,3,-0.000671219263,-0.01217584523
6.255681818,2.380681818,0.001581830489,-0.01060281315
6.125,3,0.0008063784141,-0.01144584525
6.190340909,2.690340909,0.001173874372,-0.01110605682
7.190340909,0.6278409091,0.00223256688,-0.003879243633
6.880681818,1.068181818,0.002641764768,-0.006203099491
6.690340909,0.8153409091,0.002085632188,-0.004882268566
0.6702540481,0.491170638,-0.003353056521,-0.005673279153
1.670254048,0.8485119139,-0.002674509405,-0.008698718971
1.170254048,0.6698412759,-0.003111556774,-0.007238478206
0.8405080963,0.803670638,-0.004705641493,-0.009077759667
1.010762144,1.116170638,-0.00555415215,-0.01224520276
1.703225246,1.654303226,-0.005027469375,-0.01639855158
1.356993695,1.385236932,-0.005357568367,-0.01444073997
1.686739647,1.25140757,-0.003910782889,-0.0126700937
