x,y,ux,uy
0,0,0,0
8,0,0,0
8,3,0.002244230973,-0.01071679004
5,3,-0.001517262471,-0.01301638627
3,5,-0.01431229342,-0.02722279674
0,5,-0.0137707595,-0.03482619627
4,0,0,0
3.329166667,3.329166667,-0.005799623537,-0.02246446173
6,0.75,0.001585043074,-0.00469013373
8,1.5,0.004350093419,-0.008171241546
6.5,3,0.001354223446,-0.01131897716
0,2.5,-0.01224588053,-0.02625464664
3.877525351,1.70749155,8.757662023e-05,-0.01250834483
2,0.7146825518,-0.00153681237,-0.007180884604
1.5,3.836647963,-0.01080218132,-0.03061321507
2.065942396,2.326265177,-0.005531309043,-0.02109285019
6.761363636,1.761363636,0.002622187607,-0.009108791181
0.6810161926,1.25,-0.006965325692,-0.01421960512
7.380681818,2.380681818,0.00265658804,-0.01063292102
7.380681818,1.630681818,0.003478319499,-0.008749261459
8,2.25,0.003321346686,-0.009928675088
3.164583333,4.164583333,-0.01004241099,-0.02553492926
4.164583333,3.164583333,-0.003655638962,-0.0177578445
4,4,-0.00883912174,-0.01989876792
3.938762676,0.8537457748,0.0007186532361,-0.006762931733
2.938762676,1.211087051,-0.0008241682462,-0.01076093726
3,0.3573412759,4.587361302e-05,-0.003328461472
6,0,0,0
7,0.375,0.001286459717,-0.002356768231
5,0.375,0.0007478100941,-0.002691492506
7.25,3,0.002037153475,-0.01123291324
6.630681818,2.380681818,0.001987932189,-0.0106070105
0.3405080963,1.875,-0.01039301204,-0.02108623912
0,1.25,-0.01010912218,-0.01633304486
0.3405080963,0.625,-0.005079149801,-0.007809980385
7.380681818,0.8806818182,0.003154423937,-0.00541949733
8,0.75,0.004148486528,-0.005470853437
2.25,4.418323982,-0.01183224278,-0.02991819511
1.5,5,-0.013777477,-0.03250890855
0.75,4.418323982,-0.01282651038,-0.03349434913
3.603346009,2.518329108,-0.002180513674,-0.01783857665
4.438762676,2.353745775,-0.0002050241981,-0.01392916171
2,0,0,0
1,0.3573412759,-0.001743054339,-0.003924060781
6.380681818,1.255681818,0.002275122626,-0.007110898171
5.880681818,2.380681818,0.001214041429,-0.01075056931
5.5,1.875,0.001516089607,-0.009844144604
4.938762676,1.228745775,0.001453127427,-0.007896896013
2.414583333,3.582907315,-0.008490063067,-0.02711701353
2.032971198,1.520473864,-0.00351211885,-0.01469277066
2.971733873,2.016878363,-0.002307666163,-0.01677083353
2.697554531,2.827715922,-0.005251225546,-0.02261959091
0,3.75,-0.01291898203,-0.03259671109
0.75,3.168323982,-0.01093463324,-0.02926062382
1.373479294,1.788132588,-0.006283527194,-0.01817802801
1.032971198,2.413132588,-0.008933861242,-0.02402320686
1.782971198,3.08145657,-0.008292983947,-0.02661902521
5.75,3,0.0001754996061,-0.01169176843
1.340508096,0.9823412759,-0.003770468292,-0.01040336515
7.690340909,2.690340909,0.00247747306,-0.01085641639
