83.31158702,3.406135709
83.32261318,3.406971194
83.34243829,3.408472767
83.37104653,3.410638141
83.40840925,3.413463576
83.45448842,3.41694414
83.509237,3.421073738
83.57259898,3.425845119
83.64450948,3.431249885
83.72489474,3.437278496
83.8136722,3.443920278
83.91075054,3.451163429
84.01602973,3.458995032
84.1294011,3.467401064
84.25074739,3.476366409
84.37994288,3.485874876
84.51685345,3.495909212
84.66133666,3.506451121
84.81324191,3.517481288
84.97241055,3.528979401
85.13867598,3.54092418
85.31186385,3.553293402
85.49179219,3.566063938
85.67827157,3.57921179
85.87110533,3.592712126
86.07008973,3.606539329
86.27501419,3.620667042
86.48566151,3.635068218
86.70180809,3.64971518
86.92322418,3.664579678
87.14967415,3.679632955
87.38091676,3.694845817
87.61670543,3.710188704
87.8567885,3.725631769
88.1009096,3.741144963
88.34880788,3.756698115
88.60021836,3.772261032
88.85487225,3.787803583
89.11249725,3.803295803
89.3728179,3.818707993
89.63555588,3.834010819
89.90043039,3.849175424
90.16715843,3.864173528
90.43545517,3.878977542
90.70503426,3.893560669
90.97560818,3.907897018
91.24688856,3.921961708
91.51858651,3.935730971
91.79041293,3.949182253
92.06207883,3.962294315
92.33329567,3.975047321
92.60377565,3.98742293
92.87323198,3.999404373
93.14137926,4.010976532
93.40793369,4.022126
93.67261341,4.03284114
93.93513875,4.043112137
94.19523253,4.052931028
94.45262031,4.062291734
94.70703067,4.071190075
94.95819547,4.079623772
95.2058501,4.087592442
95.44973371,4.095097573
95.68958951,4.102142502
95.92516497,4.10873236
96.15621205,4.114874025
96.3824875,4.12057605
96.603753,4.125848588
96.81977547,4.130703299
97.03032726,4.135153256
97.23518636,4.139212832
97.43413666,4.142897586
97.62696814,4.146224138
97.81347707,4.149210035
97.99346627,4.151873618
98.16674526,4.154233875
98.33313051,4.156310298
98.49244563,4.158122734
98.64452152,4.159691232
98.78919664,4.161035896
98.92631713,4.162176733
99.05573702,4.163133503
99.17731838,4.163925573
99.29093152,4.164571777
99.39645512,4.165090277
99.49377639,4.165498431
99.58279121,4.165812663
99.66340426,4.166048354
99.73552916,4.16621972
99.79908855,4.166339719
99.85401423,4.166419956
99.90024723,4.166470597
99.93773792,4.166500302
99.96644614,4.166516161
99.98634154,4.166523642
99.99740716,4.166526559
