8 3 -0.03220772128 0.04355952391 0.04355952391 -0.04595540921 0
7.961292614 2.961292614 0.002635263797 0.009342638022 0.009342638022 -0.5822756612 0
7.922585227 2.922585227 0.03747824888 -0.02487424787 -0.02487424787 -1.118595913 0
7.883877841 2.883877841 0.07232123396 -0.05909113376 -0.05909113376 -1.654916165 0
7.845170455 2.845170455 0.107164219 -0.09330801965 -0.09330801965 -2.191236417 0
8 2.953125 -0.03125040701 0.03900687035 0.03900687035 -0.7539204637 0
7.961292614 2.914417614 0.003592578076 0.00478998446 0.00478998446 -1.290240716 0
7.922585227 2.875710227 0.03843556316 -0.02942690143 -0.02942690143 -1.826560968 0
7.883877841 2.837002841 0.07327854824 -0.06364378732 -0.06364378732 -2.36288122 0
8 2.90625 -0.03029309273 0.03445421679 0.03445421679 -1.461885518 0
7.961292614 2.867542614 0.004549892355 0.0002373308988 0.0002373308988 -1.99820577 0
7.922585227 2.828835227 0.03939287744 -0.03397955499 -0.03397955499 -2.534526022 0
8 2.859375 -0.02933577845 0.02990156323 0.02990156323 -2.169850573 0
7.961292614 2.820667614 0.005507206634 -0.004315322663 -0.004315322663 -2.706170825 0
8 2.8125 -0.02837846417 0.02534890967 0.02534890967 -2.877815627 0
7.690340909 2.690340909 0.3970554891 -0.6420955693 -0.6420955693 -4.229431813 0
7.729048295 2.682173295 0.3208361675 -0.5756280124 -0.5756280124 -4.354267584 0
7.767755682 2.674005682 0.2446168459 -0.5091604555 -0.5091604555 -4.479103356 0
7.806463068 2.665838068 0.1683975243 -0.4426928985 -0.4426928985 -4.603939127 0
7.845170455 2.657670455 0.0921782027 -0.3762253416 -0.3762253416 -4.728774898 0
7.729048295 2.729048295 0.3276510651 -0.5025985139 -0.5025985139 -3.729182541 0
7.767755682 2.720880682 0.2514317435 -0.436130957 -0.436130957 -3.854018313 0
7.806463068 2.712713068 0.1752124219 -0.3696634 -0.3696634 -3.978854084 0
7.845170455 2.704545455 0.09899310032 -0.3031958431 -0.3031958431 -4.103689855 0
7.767755682 2.767755682 0.2582466411 -0.3631014585 -0.3631014585 -3.22893327 0
7.806463068 2.759588068 0.1820273195 -0.2966339015 -0.2966339015 -3.353769041 0
7.845170455 2.751420455 0.1058079979 -0.2301663446 -0.2301663446 -3.478604813 0
7.806463068 2.806463068 0.1888422171 -0.223604403 -0.223604403 -2.728683998 0
7.845170455 2.798295455 0.1126228955 -0.1571368461 -0.1571368461 -2.85351977 0
7.845170455 2.845170455 0.1194377932 -0.08410734762 -0.08410734762 -2.228434727 0
8 2.625 -0.05499144664 -0.01038767557 -0.01038767557 -5.427597195 0
8 2.671875 -0.0434146698 0.00598643275 0.00598643275 -4.806981395 0
8 2.71875 -0.03183789295 0.02236054107 0.02236054107 -4.186365596 0
8 2.765625 -0.0202611161 0.03873464938 0.03873464938 -3.565749796 0
8 2.8125 -0.00868433925 0.0551087577 0.0551087577 -2.945133997 0
7.961292614 2.633167614 -0.007615348055 -0.09802775407 -0.09802775407 -5.218770704 0
7.961292614 2.680042614 0.003961428794 -0.08165364576 -0.08165364576 -4.598154904 0
7.961292614 2.726917614 0.01553820564 -0.06527953744 -0.06527953744 -3.977539105 0
7.961292614 2.773792614 0.02711498249 -0.04890542912 -0.04890542912 -3.356923305 0
7.922585227 2.641335227 0.03976075054 -0.1856678326 -0.1856678326 -5.009944213 0
7.922585227 2.688210227 0.05133752738 -0.1692937243 -0.1692937243 -4.389328414 0
7.922585227 2.735085227 0.06291430423 -0.1529196159 -0.1529196159 -3.768712614 0
7.883877841 2.649502841 0.08713684913 -0.2733079111 -0.2733079111 -4.801117722 0
7.883877841 2.696377841 0.09871362597 -0.2569338028 -0.2569338028 -4.180501923 0
7.845170455 2.657670455 0.1345129477 -0.3609479896 -0.3609479896 -4.592291232 0
7.845170455 2.845170455 0.07898513204 -0.1044168503 -0.1044168503 -2.245771582 0
7.845170455 2.798295455 0.08694283749 -0.1609399824 -0.1609399824 -2.864525509 0
7.845170455 2.751420455 0.09490054294 -0.2174631146 -0.2174631146 -3.483279436 0
7.845170455 2.704545455 0.1028582484 -0.2739862468 -0.2739862468 -4.102033363 0
7.845170455 2.657670455 0.1108159538 -0.330509379 -0.330509379 -4.720787291 0
7.883877841 2.837002841 0.05933197131 -0.07204906594 -0.07204906594 -2.385308304 0
7.883877841 2.790127841 0.06728967676 -0.1285721981 -0.1285721981 -3.004062231 0
7.883877841 2.743252841 0.07524738221 -0.1850953303 -0.1850953303 -3.622816159 0
7.883877841 2.696377841 0.08320508766 -0.2416184625 -0.2416184625 -4.241570086 0
7.922585227 2.828835227 0.03967881057 -0.03968128162 -0.03968128162 -2.524845027 0
7.922585227 2.781960227 0.04763651602 -0.0962044138 -0.0962044138 -3.143598954 0
7.922585227 2.735085227 0.05559422147 -0.152727546 -0.152727546 -3.762352881 0
7.961292614 2.820667614 0.02002564984 -0.007313497305 -0.007313497305 -2.664381749 0
7.961292614 2.773792614 0.02798335529 -0.06383662949 -0.06383662949 -3.283135676 0
