8 3 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.690340909 2.690340909 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.380681818 2.380681818 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.071022727 2.071022727 0.1977141804 -1.352587394 -1.352587394 -10.79623361
6.761363636 1.761363636 0.1977141804 -1.352587394 -1.352587394 -10.79623361
8 2.625 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.690340909 2.315340909 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.380681818 2.005681818 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.071022727 1.696022727 0.1977141804 -1.352587394 -1.352587394 -10.79623361
8 2.25 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.690340909 1.940340909 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.380681818 1.630681818 0.1977141804 -1.352587394 -1.352587394 -10.79623361
8 1.875 0.1977141804 -1.352587394 -1.352587394 -10.79623361
7.690340909 1.565340909 0.1977141804 -1.352587394 -1.352587394 -10.79623361
8 1.5 0.1977141804 -1.352587394 -1.352587394 -10.79623361
3 5 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.082291667 4.582291667 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.164583333 4.164583333 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.246875 3.746875 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.329166667 3.329166667 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.5 4.5 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.582291667 4.082291667 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.664583333 3.664583333 3.117670053 0.1489419056 0.1489419056 -10.43743096
3.746875 3.246875 3.117670053 0.1489419056 0.1489419056 -10.43743096
4 4 3.117670053 0.1489419056 0.1489419056 -10.43743096
4.082291667 3.582291667 3.117670053 0.1489419056 0.1489419056 -10.43743096
4.164583333 3.164583333 3.117670053 0.1489419056 0.1489419056 -10.43743096
4.5 3.5 3.117670053 0.1489419056 0.1489419056 -10.43743096
4.582291667 3.082291667 3.117670053 0.1489419056 0.1489419056 -10.43743096
5 3 3.117670053 0.1489419056 0.1489419056 -10.43743096
4 0 -17.73271082 2.495852828 2.495852828 -46.70156046
3.969381338 0.4268728874 -17.73271082 2.495852828 2.495852828 -46.70156046
