8 3 0.002321850125 -0.01081198882
7.690340909 2.690340909 0.002366314216 -0.0102973351
7.380681818 2.380681818 0.002410778307 -0.009782681377
7.071022727 2.071022727 0.002455242398 -0.009268027657
6.761363636 1.761363636 0.002499706489 -0.008753373936
8 2.625 0.002704980373 -0.01006936274
7.690340909 2.315340909 0.002749444464 -0.009554709014
7.380681818 2.005681818 0.002793908555 -0.009040055294
7.071022727 1.696022727 0.002838372647 -0.008525401573
8 2.25 0.003088110621 -0.009326736651
7.690340909 1.940340909 0.003132574713 -0.00881208293
7.380681818 1.630681818 0.003177038804 -0.00829742921
8 1.875 0.00347124087 -0.008584110567
7.690340909 1.565340909 0.003515704961 -0.008069456847
8 1.5 0.003854371118 -0.007841484484
3 5 -0.01193758884 -0.02672338498
3.082291667 4.582291667 -0.01001827606 -0.02546622856
3.164583333 4.164583333 -0.008098963284 -0.02420907213
3.246875 3.746875 -0.006179650507 -0.02295191571
3.329166667 3.329166667 -0.00426033773 -0.02169475929
3.5 4.5 -0.009085475723 -0.0234519194
3.582291667 4.082291667 -0.007166162946 -0.02219476298
3.664583333 3.664583333 -0.005246850169 -0.02093760656
3.746875 3.246875 -0.003327537393 -0.01968045013
4 4 -0.006233362609 -0.02018045382
4.082291667 3.582291667 -0.004314049832 -0.0189232974
4.164583333 3.164583333 -0.002394737055 -0.01766614098
4.5 3.5 -0.003381249495 -0.01690898825
4.582291667 3.082291667 -0.001461936718 -0.01565183183
5 3 -0.0005291363808 -0.01363752267
4 0 0 0
3.969381338 0.4268728874 0.0001578740741 -0.003065356834
3.938762676 0.8537457748 0.0003157481482 -0.006130713668
3.908144013 1.280618662 0.0004736222223 -0.009196070501
3.877525351 1.70749155 0.0006314962963 -0.01226142734
3.5 0.178670638 -0.0001362816556 -0.001720621111
3.469381338 0.6055435254 2.159241848e-05 -0.004785977945
3.438762676 1.032416413 0.0001794664926 -0.007851334779
3.408144013 1.4592893 0.0003373405667 -0.01091669161
3 0.3573412759 -0.0002725633112 -0.003441242222
2.969381338 0.7842141633 -0.0001146892371 -0.006506599056
2.938762676 1.211087051 4.318483697e-05 -0.00957195589
2.5 0.5360119139 -0.0004088449668 -0.005161863333
2.469381338 0.9628848013 -0.0002509708927 -0.008227220167
2 0.7146825518 -0.0005451266224 -0.006882484444
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
4.5 0.1875 0.0004006762077 -0.001196544182
5.5 0.1875 0.0004006762077 -0.001196544182
6.5 0.1875 0.0004006762077 -0.001196544182
7.5 0.1875 0.0004006762077 -0.001196544182
5 0.375 0.0008013524155 -0.002393088363
6 0.375 0.0008013524155 -0.002393088363
7 0.375 0.0008013524155 -0.002393088363
5.5 0.5625 0.001202028623 -0.003589632545
6.5 0.5625 0.001202028623 -0.003589632545
6 0.75 0.001602704831 -0.004786176726
8 3 0.002321850125 -0.01081198882
7.625 3 0.001945116905 -0.01084086041
7.25 3 0.001568383685 -0.01086973199
6.875 3 0.001191650465 -0.01089860358
6.5 3 0.0008149172451 -0.01092747517
7.690340909 2.690340909 0.002366314216 -0.0102973351
7.315340909 2.690340909 0.001989580996 -0.01032620669
6.940340909 2.690340909 0.001612847776 -0.01035507827
6.565340909 2.690340909 0.001236114556 -0.01038394986
7.380681818 2.380681818 0.002410778307 -0.009782681377
7.005681818 2.380681818 0.002034045087 -0.009811552964
6.630681818 2.380681818 0.001657311867 -0.009840424551
7.071022727 2.071022727 0.002455242398 -0.009268027657
6.696022727 2.071022727 0.002078509178 -0.009296899243
6.761363636 1.761363636 0.002499706489 -0.008753373936
0.6810161926 1.25 -0.003925789175 -0.01276389357
0.5107621444 1.5625 -0.005760667649 -0.01595347835
0.3405080963 1.875 -0.007595546123 -0.01914306313
0.1702540481 2.1875 -0.009430424597 -0.02233264791
0 2.5 -0.01126530307 -0.02552223268
0.5107621444 0.9375 -0.002944341881 -0.009572920175
0.3405080963 1.25 -0.004779220355 -0.01276250495
