x,y,ux,uy
0,0,0,0
8,0,0,0
8,3,0.002357495018,-0.01076219991
5,3,-0.001243630071,-0.0132046663
3,5,-0.01372936046,-0.027112081
0,5,-0.01345821871,-0.03469241493
4,0,0,0
3.329166667,3.329166667,-0.005365146655,-0.02215739171
6,0.75,0.001606547516,-0.004711415402
8,1.5,0.004172763296,-0.008054226981
6.5,3,0.001147146521,-0.01118526202
0,2.5,-0.01214485878,-0.02603752679
3.877525351,1.70749155,0.0002619511433,-0.01241586898
2,0.7146825518,-0.0011705389,-0.00706796965
1.5,3.836647963,-0.01041605015,-0.03027599304
2.065942396,2.326265177,-0.005128651543,-0.02060011666
6.761363636,1.761363636,0.002583486631,-0.008990331558
0.6810161926,1.25,-0.00575733513,-0.01364768577
7.380681818,2.380681818,0.002606443392,-0.01046275389
7.380681818,1.630681818,0.003391091221,-0.00857780068
8,2.25,0.00328394166,-0.00989755375
3.164583333,4.164583333,-0.009457131546,-0.02529864523
4.164583333,3.164583333,-0.003245347683,-0.01773575664
4,4,-0.008242380886,-0.01978018558
3.938762676,0.8537457748,0.0007778230231,-0.006740256207
2.938762676,1.211087051,-0.0005771635245,-0.01061752863
3,0.3573412759,0.0001368460626,-0.003320365731
6,0,0,0
7,0.375,0.001160440222,-0.002316920865
5,0.375,0.0007583847182,-0.002700506384
7.25,3,0.001983073003,-0.01106271572
6.630681818,2.380681818,0.001963859618,-0.01044117646
0.3405080963,1.875,-0.00989666291,-0.02072556926
0,1.25,-0.00913848714,-0.0160880233
0.3405080963,0.625,-0.003863006001,-0.007323824169
7.380681818,0.8806818182,0.00300196127,-0.005264342529
8,0.75,0.003931742631,-0.005334559533
2.25,4.418323982,-0.01138847238,-0.02961015937
1.5,5,-0.01337291983,-0.0322205712
0.75,4.418323982,-0.01244561247,-0.03324576828
3.603346009,2.518329108,-0.001897962521,-0.01765394254
4.438762676,2.353745775,-8.134444791e-06,-0.01393689929
2,0,0,0
1,0.3573412759,-0.001303176427,-0.003845224494
6.380681818,1.255681818,0.00227550436,-0.007070572703
5.880681818,2.380681818,0.001245386549,-0.01075240309
5.5,1.875,0.001601924798,-0.009894328503
4.938762676,1.228745775,0.001531247302,-0.007971742097
2.414583333,3.582907315,-0.008054365849,-0.02676096963
2.032971198,1.520473864,-0.003015673134,-0.01435358013
2.971733873,2.016878363,-0.002012607821,-0.0165071777
2.697554531,2.827715922,-0.004841172342,-0.02224739466
0,3.75,-0.01258503188,-0.03236787455
0.75,3.168323982,-0.01065316013,-0.02897971171
1.373479294,1.788132588,-0.005621193375,-0.01768440402
1.032971198,2.413132588,-0.008593794254,-0.02364464885
1.782971198,3.08145657,-0.007933017083,-0.02620980484
5.75,3,7.090093683e-05,-0.01174394565
1.340508096,0.9823412759,-0.003052046429,-0.0101623668
